----------------------------------------------------------------- CORRECT -----------------------------------------------------------------
               label                   before                    after                  partial                    abses                       ID
                 '9'                       ''                       ''                        0                        0                   264486
                 'x'                    '2\n'                      '2'                      0.0                        0                   264487
                 '4'                    'h\n'                       ''                        0                        0                   264488
                 '9'                       ''                       ''                        0                        0                   264490
                 '5'                       ''                       ''                        0                        0                   264492
                 '9'                       ''                       ''                        0                        0                   264494
                 'x'                       ''                       ''                        0                        0                   264495
              '15.3'                  '3.3\n'                    '3.3'                     0.75        1.784313725490196                   264704
                 '7'                   '17\n'                    '1.7'                      1.0       1.7571428571428571                   264708
                '10'                   'LU\n'                       ''                        0                        0                   264709
                '10'                  'LCC\n'                       ''                        0                        0                   264711
              '40.4'                   'U-\n'                      '-'                      0.0                        0                   264713
              '-4.6'                  '4.6\n'                    '4.6'                     0.75                      3.0                   264714
                 '7'                       ''                       ''                        0                        0                   264716
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   264719
              '41.8'                  '1/8\n'                   '11.8'                      1.0       1.7177033492822966                   264721
              '-4.5'                    '니\n'                       ''                        0                        0                   264722
                '10'                    '이\n'                       ''                        0                        0                   264725
                '10'                       ''                       ''                        0                        0                   264727
              '17.5'             "TA\n$'12\n"                   '41.2'                      0.5     -0.35428571428571454                   264728
             '-42.3'             '-42,5\nw\n'                  '-42.5'                      0.8        0.995271867612293                   264729
              '-4.8'              '-\n4\n%\n'                     '-4'                      0.5       1.1666666666666665                   264730
                 '4'                    '나\n'                       ''                        0                        0                   264736
                 '9'                       ''                       ''                        0                        0                   264738
                 '5'                       ''                       ''                        0                        0                   264740
                 '4'                   'to\n'                      '0'                      0.0                      2.0                   264742
                 '3'                       ''                       ''                        0                        0                   264744
                 '7'                    '셧\n'                       ''                        0                        0                   264746
                 'x'                       ''                       ''                        0                        0                   264747
                 '2'                       ''                       ''                        0                        0                   264748
                 '5'                       ''                       ''                        0                        0                   264750
             '744.4'                '-hhhh\n'                      '-'                      0.0                        0                   264961
                '10'                       ''                       ''                        0                        0                   264965
                '10'                       ''                       ''                        0                        0                   264967
              '13.0'                 '19,0\n'                   '19.0'                     0.75       0.5384615384615384                   264968
              '45.1'                   'sh\n'                       ''                        0                        0                   264969
              '-5.7'                  '421\n'                   '42.1'                     0.25        9.385964912280702                   264970
                 '5'                   '57\n'                    '5.7'                      1.0                     0.86                   264974
              '-5.4'                   '5t\n'                      '5'                     0.25       2.9259259259259256                   264978
                '10'                   '07\n'                     '07'                      0.5                      1.3                   264983
                '10'                       ''                       ''                        0                        0                   264991
                 '1'                       ''                       ''                        0                        0                   264992
                 'x'                       ''                       ''                        0                        0                   264995
                 '1'                       ''                       ''                        0                        0                   264996
                 '1'                       ''                       ''                        0                        0                   264997
                 '9'                       ''                       ''                        0                        0                   264998
                 'x'                    'a\n'                       ''                        0                        0                   264999
                 '1'                       ''                       ''                        0                        0                   265000
                 '1'                       ''                       ''                        0                        0                   265001
                 '9'                       ''                       ''                        0                        0                   265002
                 '1'                       ''                       ''                        0                        0                   265004
                 '1'                       ''                       ''                        0                        0                   265005
                 '9'                       ''                       ''                        0                        0                   265006
             '739.7'                '739.2\n'                  '739.2'                      0.8       1.0006759497093416                   265217
              '-6.8'              '6. 8\n8\n'                    '6.8'                     0.75                      3.0                   265218
                '10'                   '1C\n'                      '1'                      0.5                      1.9                   265223
              '35.3'                       ''                       ''                        0                        0                   265225
              '-3.8'                  '3.8\n'                    '3.8'                     0.75                      3.0                   265226
                '10'                    'o\n'                      '0'                      0.5                      2.0                   265229
              '35.0'                 '3550\n'                  '355.0'                     1.25       -8.142857142857142                   265233
              '18.8'               '+\n185\n'                   '18.5'                     0.75       1.0159574468085106                   265240
              '35.2'                'M\n35\n'                    '3.5'                     0.75       1.9005681818181819                   265241
              '-2.4'              '2,4\n12\n'                    '2.4'                     0.75                      3.0                   265242
                 '7'                       ''                       ''                        0                        0                   265244
                '10'                    '1\n'                      '1'                      0.5                      1.9                   265247
                 '4'                    '커\n'                       ''                        0                        0                   265248
                 '9'                       ''                       ''                        0                        0                   265250
                 '4'                    '7\n'                      '7'                      0.0                     0.25                   265252
                 '7'                       ''                       ''                        0                        0                   265253
                 '4'                    '나\n'                       ''                        0                        0                   265254
                 '1'                       ''                       ''                        0                        0                   265256
                 '1'                       ''                       ''                        0                        0                   265257
                 '9'                       ''                       ''                        0                        0                   265258
                 '1'                       ''                       ''                        0                        0                   265260
                 '1'                       ''                       ''                        0                        0                   265261
                 '7'                       ''                       ''                        0                        0                   265262
                 'x'                       ''                       ''                        0                        0                   265263
              '14.0'                  '142\n'                   '14.2'                     0.75       0.9857142857142858                   265472
              '-7.4'                  '7.4\n'                    '7.4'                     0.75                      3.0                   265474
                 '7'                '17\n.\n'                    '1.7'                      1.0       1.7571428571428571                   265476
              '12.3'                       ''                       ''                        0                        0                   265480
              '39.5'                    's\n'                       ''                        0                        0                   265481
              '-7.8'               '86\n82\n'                  '868.2'                     0.75        113.3076923076923                   265482
                 '3'                       ''                       ''                        0                        0                   265485
                 '1'                       ''                       ''                        0                        0                   265486
                 '5'                       ''                       ''                        0                        0                   265487
              '20.7'                 '+20,\n'                    '2.0'                     0.75       1.9033816425120773                   265488
              '42.0'                '12,0.\n'                   '12.0'                     0.75       1.7142857142857144                   265489
             '-12.0'                 '12,0\n'                   '12.0'                      0.8                      3.0                   265490
                 '1'                       ''                       ''                        0                        0                   265494
                 '1'                       ''                       ''                        0                        0                   265495
              '19.0'                    'a\n'                       ''                        0                        0                   265496
              '42.6'                '72.67\n'                   '72.6'                     0.75       0.2957746478873241                   265497
                '10'                  '120\n'                   '12.0'                      1.0                      0.8                   265503
                 '9'                       ''                       ''                        0                        0                   265506
                 'x'                       ''                       ''                        0                        0                   265507
                 '2'                       ''                       ''                        0                        0                   265508
                 '9'                       ''                       ''                        0                        0                   265510
                 'x'                  'x x\n'                     'xx'                      2.0                        0                   265511
                 '1'                       ''                       ''                        0                        0                   265512
                 '1'                       ''                       ''                        0                        0                   265513
                 '9'                       ''                       ''                        0                        0                   265514
                 'x'                       ''                       ''                        0                        0                   265515
                 '1'                       ''                       ''                        0                        0                   265516
                 '1'                       ''                       ''                        0                        0                   265517
                 '9'                       ''                       ''                        0                        0                   265518
              '-8.0'                   '80\n'                    '8.0'                     0.75                      3.0                   265730
                 '7'                       ''                       ''                        0                        0                   265732
                '10'                       ''                       ''                        0                        0                   265733
             '-11.0'                 '11.0\n'                   '11.0'                      0.8                      3.0                   265986
                 '7'                    '2\n'                      '2'                      0.0       1.7142857142857144                   265988
                '10'                       ''                       ''                        0                        0                   265989
              '43.0'                 '45,2\n'                   '45.2'                      0.5       0.9488372093023255                   265993
             '-11.4'                 '11.4\n'                   '11.4'                      0.8                      3.0                   265994
                '10'                   'st\n'                       ''                        0                        0                   265997
              '18.0'                '+78,0\n'                   '78.0'                     0.75      -2.3333333333333335                   266000
             '-11.6'                 '1166\n'                  '116.6'                      1.0       12.051724137931034                   266002
                '10'                    '0\n'                      '0'                      0.5                      2.0                   266005
                '10'                       ''                       ''                        0                        0                   266007
             '-46.8'                 '46,8\n'                   '46.8'                      0.8                      3.0                   266009
             '-11.8'                  '118\n'                   '11.8'                      0.8                      3.0                   266010
                 '7'                       ''                       ''                        0                        0                   266012
                '10'                   'ko\n'                      '0'                      0.5                      2.0                   266015
                 '5'                   '57\n'                    '5.7'                      1.0                     0.86                   266016
                 '9'                       ''                       ''                        0                        0                   266017
                 '7'                       ''                       ''                        0                        0                   266018
                 '6'                       ''                       ''                        0                        0                   266020
                '11'                   '//\n'                    '1.1'                      1.0                      1.9                   266021
                 '9'                       ''                       ''                        0                        0                   266026
                 '4'                    '니\n'                       ''                        0                        0                   266029
                 '9'                       ''                       ''                        0                        0                   266030
             '-11.0'                 '11.0\n'                   '11.0'                      0.8                      3.0                   266242
                '10'                   '0)\n'                      '0'                      0.5                      2.0                   266245
             '-11.0'                  'llo\n'                   '11.0'                      0.8                      3.0                   266250
                '10'                       ''                       ''                        0                        0                   266255
                 '5'                       ''                       ''                        0                        0                   266261
                 '5'                       ''                       ''                        0                        0                   266263
             '-12.8'                 '12.8\n'                   '12.8'                      0.8                      3.0                   266266
                 '7'                       ''                       ''                        0                        0                   266268
                '10'                       ''                       ''                        0                        0                   266271
                 '4'                    '나\n'                       ''                        0                        0                   266272
                 '7'                   '기기\n'                       ''                        0                        0                   266273
                 '9'                       ''                       ''                        0                        0                   266274
                 '7'                    '고\n'                       ''                        0                        0                   266278
                 '5'                    '$\n'                       ''                        0                        0                   266281
                 '9'                       ''                       ''                        0                        0                   266282
                 '4'                    '리\n'                       ''                        0                        0                   266285
                 'x'                       ''                       ''                        0                        0                   266287
              '11.4'                       ''                       ''                        0                        0                   266496
             '759.1'                   '72\n'                    '7.2'                      0.4       1.9905150836516927                   266497
             '-12.8'              '12,8\n8\n'                   '12.8'                      0.8                      3.0                   266498
                '10'                   '14\n'                    '1.4'                      0.5       1.8599999999999999                   266501
                '10'                       ''                       ''                        0                        0                   266503
              '55.1'                 '5511\n'                  '551.1'                     1.25       -8.001814882032667                   266505
             '-15.4'                 '1574\n'                  '157.4'                      0.8       12.220779220779221                   266506
                 '1'                       ''                       ''                        0                        0                   266510
              '19.2'                       ''                       ''                        0                        0                   266512
             '-16.2'                 '16,2\n'                   '16.2'                      0.8                      3.0                   266514
                 '1'                       ''                       ''                        0                        0                   266518
                '11'                    '기\n'                       ''                        0                        0                   266519
              '19.7'                  '192\n'                   '19.2'                     0.75       1.0253807106598984                   266520
              '59.6'               '159,64\n'                  '159.6'                      1.0      -0.6778523489932886                   266521
             '-17.2'                 '19,2\n'                   '19.2'                      0.6        3.116279069767442                   266522
                 '1'                       ''                       ''                        0                        0                   266526
                 '1'                       ''                       ''                        0                        0                   266527
                 '2'                    '4\n'                      '4'                      0.0                      0.0                   266528
                 '4'                    '바\n'                       ''                        0                        0                   266529
                 '9'                       ''                       ''                        0                        0                   266530
                 '3'                    'h\n'                       ''                        0                        0                   266532
                 '5'                       ''                       ''                        0                        0                   266533
                 '9'                       ''                       ''                        0                        0                   266534
                 'x'                    'l\n'                      '1'                      0.0                        0                   266535
                 '1'                       ''                       ''                        0                        0                   266540
                 '1'                       ''                       ''                        0                        0                   266541
                 '9'                       ''                       ''                        0                        0                   266542
                 'x'                    '7\n'                      '7'                      0.0                        0                   266543
             '762.8'                   '00\n'                     '00'                      0.0                      2.0                   266753
             '-15.0'                  '150\n'                   '15.0'                      0.8                      3.0                   266754
             '-12.6'                 '12,6\n'                   '12.6'                      0.8                      3.0                   266762
                 '1'                       ''                       ''                        0                        0                   266766
                 '1'                       ''                       ''                        0                        0                   266767
              '17.0'                       ''                       ''                        0                        0                   266768
              '68.5'                '68:12\n'                  '681.2'                     0.75       -7.944525547445256                   266769
              '17.0'                  '710\n'                   '71.0'                      1.0       -2.176470588235294                   266776
              '68.7'                 '68,2\n'                   '68.2'                     0.75        1.007278020378457                   266777
             '-14.5'                 '14.5\n'                   '14.5'                      0.8                      3.0                   266778
                 '1'                       ''                       ''                        0                        0                   266782
                 '1'                    'F\n'                       ''                        0                        0                   266783
                 '5'                       ''                       ''                        0                        0                   266785
                 '9'                       ''                       ''                        0                        0                   266786
                 '9'                       ''                       ''                        0                        0                   266790
                 '1'                       ''                       ''                        0                        0                   266792
                 '1'                       ''                       ''                        0                        0                   266793
                 '9'                       ''                       ''                        0                        0                   266794
                 '1'                       ''                       ''                        0                        0                   266796
                 '1'                       ''                       ''                        0                        0                   266797
                 '9'                       ''                       ''                        0                        0                   266798
              '10.5'                       ''                       ''                        0                        0                   267008
                 '1'                       ''                       ''                        0                        0                   267014
                 '1'                       ''                       ''                        0                        0                   267015
                 '1'                       ''                       ''                        0                        0                   267023
              '68.0'                "-0'89\n"                  '-08.9'                     0.75       2.1308823529411764                   267025
             '-12.4'                 '12,4\n'                   '12.4'                      0.8                      3.0                   267026
                 '1'                       ''                       ''                        0                        0                   267030
                 '1'                       ''                       ''                        0                        0                   267031
             '-13.0'                   '11\n'                    '1.1'                      0.6       2.0846153846153843                   267034
                 '1'                       ''                       ''                        0                        0                   267038
                 '1'                       ''                       ''                        0                        0                   267039
                 '5'                       ''                       ''                        0                        0                   267041
                 '9'                       ''                       ''                        0                        0                   267042
                 'x'                  'x x\n'                     'xx'                      2.0                        0                   267043
                 '2'                 '2\n2\n'                    '2.2'                      2.0       0.8999999999999999                   267044
                 '9'                       ''                       ''                        0                        0                   267046
                 '9'                       ''                       ''                        0                        0                   267050
                 'x'                    'i\n'                      '1'                      0.0                        0                   267051
                 '2'                       ''                       ''                        0                        0                   267052
                 '3'                    '8\n'                      '8'                      0.0      -0.6666666666666667                   267053
                 '9'                       ''                       ''                        0                        0                   267054
                 'x'                       ''                       ''                        0                        0                   267055
              '14.0'                 '1440\n'                  '144.0'                     1.25       -8.285714285714286                   267264
             '766.6'                 '7667\n'                  '766.7'                      1.0       0.9998695538742499                   267265
              '13.0'               '/\n130\n'                  '113.0'                     1.25      -6.6923076923076925                   267272
              '66.2'                '166,2\n'                  '166.2'                      1.0      -0.5105740181268879                   267273
                 '1'                   '27\n'                    '2.7'                      0.0      -0.7000000000000002                   267279
              '19.6'           'F\n-\n19.6\n'                  '-19.6'                      1.0                      3.0                   267280
             '-18.0'                 '2\n0\n'                    '2.0'                      0.4        2.111111111111111                   267282
                 '1'                       ''                       ''                        0                        0                   267287
              '20.0'                 '20,4\n'                   '20.4'                     0.75       0.9800000000000001                   267288
              '67.2'               '29\n21\n'                  '292.1'                     0.75      -2.3467261904761907                   267289
             '-15.6'                 '15.6\n'                   '15.6'                      0.8                      3.0                   267290
                 '1'                       ''                       ''                        0                        0                   267295
                 '1'                       ''                       ''                        0                        0                   267296
                 '1'                       ''                       ''                        0                        0                   267297
                 '9'                       ''                       ''                        0                        0                   267298
                 'x'                    'e\n'                       ''                        0                        0                   267299
                 '1'                       ''                       ''                        0                        0                   267300
                 '1'                       ''                       ''                        0                        0                   267301
                 '9'                       ''                       ''                        0                        0                   267302
                 'x'                    'e\n'                       ''                        0                        0                   267303
                 '1'                       ''                       ''                        0                        0                   267304
                 '1'                       ''                       ''                        0                        0                   267305
                 '9'                    'q\n'                       ''                        0                        0                   267306
                 'x'                    'e\n'                       ''                        0                        0                   267307
                 '3'                       ''                       ''                        0                        0                   267309
                '10'                       ''                       ''                        0                        0                   267525
              '65.3'                       ''                       ''                        0                        0                   267529
                 '1'                       ''                       ''                        0                        0                   267534
              '-7.2'                  '7.2\n'                    '7.2'                     0.75                      3.0                   267538
                 '1'                       ''                       ''                        0                        0                   267542
                 '1'                       ''                       ''                        0                        0                   267543
              '65.7'              '6Si7\n1\n'                  '65171'                     0.75       -989.9482496194825                   267545
                 '1'                       ''                       ''                        0                        0                   267550
                 '1'                       ''                       ''                        0                        0                   267551
                 '9'                       ''                       ''                        0                        0                   267553
                 '9'                       ''                       ''                        0                        0                   267557
                 '9'                       ''                       ''                        0                        0                   267561
                 '7'                       ''                       ''                        0                        0                   267564
                 '9'                       ''                       ''                        0                        0                   267565
              '13.3'                 '73,5\n'                   '73.5'                      0.5       -3.526315789473684                   267776
              '-4.4'                  '4.4\n'                    '4.4'                     0.75                      3.0                   267778
                '10'                       ''                       ''                        0                        0                   267781
                '10'                '20\n/\n'                   '20.1'                      1.0     -0.010000000000000231                   267783
              '12.3'                 '12,5\n'                   '12.5'                     0.75        0.983739837398374                   267784
              '-6.0'                   '60\n'                    '6.0'                     0.75                      3.0                   267786
                 '6'                    '9\n'                      '9'                      0.0                      0.5                   267789
                 '5'                       ''                       ''                        0                        0                   267790
              '14.3'                   '12\n'                    '1.2'                      0.5       1.9160839160839163                   267792
              '64.0'                '69,00\n'                   '69.0'                     0.75                 0.921875                   267793
              '-5.4'                       ''                       ''                        0                        0                   267794
                 '7'                       ''                       ''                        0                        0                   267796
                '10'                       ''                       ''                        0                        0                   267799
              '14.0'             't\n14/01\n'                  '14101'                     1.25      -1005.2142857142857                   267800
              '63.6'                 '65.6\n'                   '65.6'                     0.75        0.968553459119497                   267801
              '-4.0'                   'to\n'                      '0'                     0.25                      2.0                   267802
                 '7'                       ''                       ''                        0                        0                   267804
                '10'                       ''                       ''                        0                        0                   267805
                '10'                 '1D D\n'                      '1'                      0.5                      1.9                   267807
                 '5'                       ''                       ''                        0                        0                   267808
                '10'                   '70\n'                    '7.0'                      0.5                      1.3                   267809
                 '7'                       ''                       ''                        0                        0                   267810
                 '5'                       ''                       ''                        0                        0                   267813
                 '9'                       ''                       ''                        0                        0                   267814
                 '5'                       ''                       ''                        0                        0                   267817
                 '9'                       ''                       ''                        0                        0                   267818
                 '5'                       ''                       ''                        0                        0                   267820
                 '9'                  '12.\n'                    '1.2'                      0.0       1.8666666666666667                   267821
                 '7'                       ''                       ''                        0                        0                   267822
               '9.3'                 'E el\n'                      '1'                      0.0         1.89247311827957                   268032
              '-2.8'               '2\n2,8\n'                   '22.8'                      1.0       10.142857142857144                   268034
                '10'                '10\nO\n'                   '10.0'                      1.5                      1.0                   268037
                '10'                       ''                       ''                        0                        0                   268039
              '-1.6'                    'y\n'                      '4'                      0.0                      4.5                   268042
                '10'               '(1\n10\n'                   '11.0'                      1.5                      0.9                   268045
                '10'                       ''                       ''                        0                        0                   268047
              '-1.8'                  '1.8\n'                    '1.8'                     0.75                      3.0                   268050
                 '3'                       ''                       ''                        0                        0                   268053
                 '3'                    'g\n'                       ''                        0                        0                   268055
              '13.2'               '13,\ns\n'                    '13.'                     0.75       1.0151515151515151                   268056
              '62.0'                  '62.\n'                    '6.2'                     0.75                      1.9                   268057
              '-1.6'               '2.c\n9\n'                    '2.9'                     0.25                   3.8125                   268058
                 '2'                       ''                       ''                        0                        0                   268061
                 '2'                       ''                       ''                        0                        0                   268063
                '11'                   '27\n'                    '2.7'                      0.0       1.7545454545454546                   268065
                 '9'                       ''                       ''                        0                        0                   268066
                 'x'                    '&\n'                       ''                        0                        0                   268067
                '16'                   '77\n'                    '7.7'                      0.0                  1.51875                   268069
                 '9'                       ''                       ''                        0                        0                   268070
                 'x'                       ''                       ''                        0                        0                   268071
                 '7'                       ''                       ''                        0                        0                   268072
                '13'                       ''                       ''                        0                        0                   268073
                 '9'                       ''                       ''                        0                        0                   268074
                '13'                   '13\n'                    '1.3'                      1.0                      1.9                   268077
                 '9'                       ''                       ''                        0                        0                   268078
                 'x'                       ''                       ''                        0                        0                   268079
             '-62.6'                 '-620\n'                  '-62.0'                      0.8       1.0095846645367412                   268289
              '-1.4'              '27-\n-/\n'                  '27--1'                     0.75                        0                   268290
                 '7'                    '2\n'                      '2'                      0.0       1.7142857142857144                   268292
                '10'                   '07\n'                     '07'                      0.5                      1.3                   268293
              '11.0'                   '10\n'                     '10'                      0.5       1.0909090909090908                   268296
              '-2.0'                  '2,0\n'                    '2.0'                     0.75                      3.0                   268298
                 '7'                 '7\n-\n'                     '7-'                      1.0                        0                   268300
                 '5'                       ''                       ''                        0                        0                   268302
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   268303
              '10.0'                  '.10\n'                     '10'                      0.5                      1.0                   268304
              '62.1'                 '12,1\n'                   '12.1'                      1.0       1.8051529790660226                   268305
              '-1.8'                  '1,8\n'                    '1.8'                     0.75                      3.0                   268306
              '-3.4'                  '2,4\n'                    '2.4'                      0.5       2.7058823529411766                   268314
                 '7'                       ''                       ''                        0                        0                   268316
                '10'                   'To\n'                      '0'                      0.5                      2.0                   268319
                 '5'                       ''                       ''                        0                        0                   268320
                 '9'                       ''                       ''                        0                        0                   268321
                 '5'                       ''                       ''                        0                        0                   268324
                 '9'                       ''                       ''                        0                        0                   268326
                 'x'                       ''                       ''                        0                        0                   268327
                 '5'                       ''                       ''                        0                        0                   268328
                 '9'                       ''                       ''                        0                        0                   268330
                 'x'                       ''                       ''                        0                        0                   268331
                '13'                   '13\n'                    '1.3'                      1.0                      1.9                   268333
                 '9'                       ''                       ''                        0                        0                   268334
                 'x'                       ''                       ''                        0                        0                   268335
             '756.5'                 '75%,\n'                    '7.5'                      0.6        1.990085922009253                   268545
              '-4.6'                    '6\n'                      '6'                     0.25       3.3043478260869565                   268546
               '9.3'                       ''                       ''                        0                        0                   268552
              '53.4'                  'PGS\n'                      '5'                     0.25       1.9063670411985019                   268553
                 '7'                       ''                       ''                        0                        0                   268556
                '10'                   '07\n'                     '07'                      0.5                      1.3                   268559
              '11.0'                   'le\n'                      '1'                     0.25       1.9090909090909092                   268560
              '51.2'                 '57.2\n'                   '57.2'                     0.75                0.8828125                   268561
              '-5.7'                       ''                       ''                        0                        0                   268562
                 '7'                    '2\n'                      '2'                      0.0       1.7142857142857144                   268564
                '10'                       ''                       ''                        0                        0                   268565
                '10'                       ''                       ''                        0                        0                   268567
              '50.0'                   'RS\n'                      '5'                     0.25                      1.9                   268569
              '-6.2'                  '6.2\n'                    '6.2'                     0.75                      3.0                   268570
                '10'                   'co\n'                      '0'                      0.5                      2.0                   268573
                '10'                       ''                       ''                        0                        0                   268575
                '17'                   '27\n'                    '2.7'                      0.5       1.8411764705882354                   268577
                '16'                   '16\n'                    '1.6'                      1.0                      1.9                   268581
                 '9'                       ''                       ''                        0                        0                   268584
                '19'                   '19\n'                    '1.9'                      1.0                      1.9                   268585
                 '5'                       ''                       ''                        0                        0                   268588
                 '9'                       ''                       ''                        0                        0                   268589
              '-8.4'                  '8.4\n'                    '8.4'                     0.75                      3.0                   268802
                '10'                   'TU\n'                       ''                        0                        0                   268805
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   268807
              '-7.6'                       ''                       ''                        0                        0                   268810
                '10'                       ''                       ''                        0                        0                   268813
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   268815
             '-10.4'                 '10,4\n'                   '10.4'                      0.8                      3.0                   268818
              '15.3'       '10\natione\nLa\n'                  '101.0'                     0.75       -4.601307189542483                   268824
              '42.7'                  '422\n'                   '42.2'                      1.0       1.0117096018735363                   268825
             '-10.5'               '- 10.2\n'                  '-10.2'                      0.8       1.0285714285714287                   268826
                 '1'                       ''                       ''                        0                        0                   268829
                 '1'                       ''                       ''                        0                        0                   268831
                 '5'                    '$\n'                       ''                        0                        0                   268832
                 '2'                       ''                       ''                        0                        0                   268836
                 '1'                       ''                       ''                        0                        0                   268840
                 '1'                       ''                       ''                        0                        0                   268841
                 '9'                       ''                       ''                        0                        0                   268842
                 'x'                 'X\nx\n'                     'xx'                      2.0                        0                   268843
                 '1'                       ''                       ''                        0                        0                   268844
                 '1'                       ''                       ''                        0                        0                   268845
                 'x'                   'HE\n'                       ''                        0                        0                   268847
              '13.0'                    '/\n'                      '1'                     0.25       1.9230769230769231                   269056
              '-3.8'                 '25,8\n'                   '25.8'                      0.5        8.789473684210527                   269058
                 '1'                       ''                       ''                        0                        0                   269062
                 '2'                       ''                       ''                        0                        0                   269063
              '17.0'                  '176\n'                   '17.6'                     0.75       0.9647058823529411                   269064
              '44.3'                 '14.3\n'                   '14.3'                     0.75       1.6772009029345372                   269065
              '-3.2'                 '13,2\n'                   '13.2'                     0.75        6.124999999999999                   269066
                 '7'                  'Z I\n'                    '7.1'                      1.0       0.9857142857142858                   269068
                '10'                   'ZE\n'                      '7'                      0.0                      1.3                   269071
              '17.3'                       ''                       ''                        0                        0                   269072
              '45.0'                    '0\n'                      '0'                     0.25                      2.0                   269073
                '10'                    '7\n'                      '7'                      0.0                      1.3                   269077
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   269079
              '17.0'                    '1\n'                      '1'                     0.25       1.9411764705882353                   269080
              '44.5'               '414.51\n'                  '414.5'                      1.0       -7.314606741573034                   269081
                 '7'                    '2\n'                      '2'                      0.0       1.7142857142857144                   269084
                '10'                  '102\n'                   '10.2'                      1.0       0.9800000000000001                   269085
                '10'                  '120\n'                   '12.0'                      1.0                      0.8                   269087
                 '5'                       ''                       ''                        0                        0                   269089
                 '9'                       ''                       ''                        0                        0                   269090
                 '6'                       ''                       ''                        0                        0                   269093
                 '3'                       ''                       ''                        0                        0                   269096
                 '5'                       ''                       ''                        0                        0                   269097
                 '9'                       ''                       ''                        0                        0                   269098
                 'x'                    'ㄴ\n'                       ''                        0                        0                   269099
                 '5'                       ''                       ''                        0                        0                   269101
                 '9'                       ''                       ''                        0                        0                   269102
             '749.5'               '749\n,\n'                   '74.9'                      0.8       1.9000667111407605                   269313
               '1.2'                  '. 2\n'                      '2'       0.3333333333333333      0.33333333333333326                   269314
                 '6'                    '2\n'                      '2'                      0.0       1.6666666666666665                   269316
                 '1'                       ''                       ''                        0                        0                   269318
              '15.2'                 '78,2\n'                   '78.2'                      0.5      -3.1447368421052637                   269320
             '754.2'                '789,8\n'                  '789.8'                      0.4       0.9527976664014851                   269321
              '-0.5'         '.\n- Ord\n0,\n'                   '-0.0'                      1.0                      2.0                   269322
                 '1'                       ''                       ''                        0                        0                   269326
              '-3.4'                  '3,4\n'                    '3.4'                     0.75                      3.0                   269330
                 '5'                       ''                       ''                        0                        0                   269334
              '13.0'                 './),\n'                      '1'                     0.25       1.9230769230769231                   269336
              '-3.0'                  '3,0\n'                    '3.0'                     0.75                      3.0                   269338
                 '1'                       ''                       ''                        0                        0                   269342
                 '9'                       ''                       ''                        0                        0                   269346
                 'x'                       ''                       ''                        0                        0                   269347
                 '7'                    'L\n'                       ''                        0                        0                   269349
                 '9'                       ''                       ''                        0                        0                   269354
                 'x'                    '>\n'                       ''                        0                        0                   269355
                 '5'                       ''                       ''                        0                        0                   269357
                 '9'                    'b\n'                       ''                        0                        0                   269358
             '753.0'                '759,2\n'                  '759.2'                      0.6       0.9917662682602921                   269569
                '10'                 '70 O\n'                   '70.0'                      1.0                     -5.0                   269575
              '51.1'                  'ST)\n'                      '5'                     0.25       1.9021526418786694                   269577
              '-1.0'                  '1.0\n'                    '1.0'                     0.75                      3.0                   269578
                 '7'                       ''                       ''                        0                        0                   269580
                '10'                 '10 2\n'                   '10.2'                      1.0       0.9800000000000001                   269581
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   269583
              '17.0'                 '12,0\n'                   '12.0'                     0.75       1.2941176470588236                   269584
              '-3.8'                 '- 18\n'                   '-1.8'                     0.75        1.526315789473684                   269586
                 '7'                       ''                       ''                        0                        0                   269588
                '10'                   'ro\n'                      '0'                      0.5                      2.0                   269589
                '10'                       ''                       ''                        0                        0                   269591
              '18.0'                       ''                       ''                        0                        0                   269592
              '51.4'                  'PLS\n'                      '5'                     0.25       1.9027237354085602                   269593
              '-5.0'                   '50\n'                    '5.0'                     0.75                      3.0                   269594
                 '7'                       ''                       ''                        0                        0                   269596
                '10'                       ''                       ''                        0                        0                   269597
                '10'                   'ID\n'                      '1'                      0.5                      1.9                   269599
                 '2'                    '의\n'                       ''                        0                        0                   269600
                 '5'                       ''                       ''                        0                        0                   269602
                 'x'                       ''                       ''                        0                        0                   269603
                 '2'                       ''                       ''                        0                        0                   269604
                 '5'                       ''                       ''                        0                        0                   269606
                 'x'                       ''                       ''                        0                        0                   269607
                 '3'                       ''                       ''                        0                        0                   269612
                 '5'                       ''                       ''                        0                        0                   269613
                 '5'                       ''                       ''                        0                        0                   269614
                 'x'                       ''                       ''                        0                        0                   269615
             '752.5'                    '기\n'                       ''                        0                        0                   269825
                 '7'                       ''                       ''                        0                        0                   269828
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   269829
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   269831
              '15.0'                 '16,0\n'                   '16.0'                     0.75       0.9333333333333333                   269832
              '54.2'                '54122\n'                  '54122'                      1.0       -996.5608856088561                   269833
              '-6.6'                  '6.6\n'                    '6.6'                     0.75                      3.0                   269834
                 '9'                       ''                       ''                        0                        0                   269837
                 '9'                       ''                       ''                        0                        0                   269839
